x,y,z,state
1.476364,0.446136,-0.99588,running
0.7827609999999999,0.396545,-0.0390779999999999,running
0.440018,0.551651,0.005417,running
0.505142,0.337753,-0.580048,running
0.53009,-0.37117,-0.241348,running
0.701294,-0.801147,0.095947,running
0.5473939999999999,-0.684631,-0.130661,running
0.17897,0.087372,-0.572906,running
0.392441,1.230255,-0.092484,running
0.53215,1.992249,0.372467,running
0.449875,1.99028,-0.07608,running
1.248566,2.564545,-0.579025,running
1.950302,2.625931,-0.7147220000000001,running
1.924957,1.87764,-0.287079,running
1.339828,2.025818,-0.365799,running
0.760178,1.460709,-0.582062,running
0.615097,1.053726,-0.362228,running
0.723785,0.7523350000000001,0.115051,running
0.386887,-0.122314,0.313065,running
-0.38414,-0.848358,0.679337,running
-1.382431,-1.156555,0.893616,running
-1.370773,-0.256897,0.368958,running
-0.195251,0.140518,0.4023739999999999,running
0.192261,0.322342,0.0847779999999999,running
0.329865,0.21199,-0.332916,running
1.244247,0.5930479999999999,-0.324142,running
1.5961299999999998,1.188675,-0.1801299999999999,running
1.7708279999999998,4.071915,-1.995071,running
0.323364,2.0393830000000004,0.4871979999999999,running
-0.560181,1.202835,0.902161,running
-0.0583039999999999,0.2307429999999999,1.55452,running
-0.000168,-0.093689,0.732651,running
0.322723,0.530945,0.490585,running
0.83609,2.124512,0.669006,running
1.464798,2.768539,0.280884,running
3.993607,1.201584,-2.779404,running
1.7861630000000002,0.475464,-1.200607,running
0.811951,0.477859,-0.407501,running
0.5084380000000001,0.761658,-0.128128,running
0.440308,0.5383760000000001,-0.700577,running
0.508835,-0.101654,-0.193039,running
0.66394,-0.7417600000000001,0.220123,running
0.664017,-0.963272,0.2496949999999999,running
0.485886,-0.296692,-0.128342,running
0.357468,0.6222989999999999,-1.11058,running
0.66597,1.707123,-0.186966,running
0.492432,1.863129,-0.145523,running
1.127228,2.1996,-0.237701,running
2.057755,2.858337,-0.147095,running
2.15242,2.493439,0.030075,running
1.35022,2.258926,-0.743011,running
0.986511,1.610901,-0.590271,running
0.8400120000000001,1.006012,-0.465805,running
0.8342129999999999,0.675613,-0.295502,running
0.555405,0.067505,0.121552,running
-0.0026089999999999,-0.269379,0.389008,running
-0.7501220000000001,-0.599838,0.334915,running
-1.238846,-0.6952510000000001,0.785431,running
-0.956436,-0.123245,0.6069640000000001,running
-0.365036,0.29921,0.067261,running
0.026108,0.325256,-0.043518,running
0.527252,0.358002,-0.6177060000000001,running
1.265213,0.256653,-0.4903109999999999,running
1.996826,2.170242,0.094666,running
1.959488,3.343689,0.108414,running
-0.540298,1.34082,-0.575195,running
0.370987,1.224731,0.971573,running
0.083069,0.108368,1.4577790000000002,running
0.121948,0.130341,0.736069,running
0.803162,1.255371,0.876785,running
0.599899,2.327515,0.4341279999999999,running
2.59761,2.430969,-0.130569,running
2.588516,1.340805,-1.335831,running
1.049942,0.3797,-0.919769,running
0.621796,0.668976,-0.139236,running
0.066559,0.588348,-0.579407,running
0.555557,0.178268,-0.666855,running
0.517654,-0.4385989999999999,-0.039749,running
0.625366,-0.847305,0.180527,running
0.5454100000000001,-0.669891,0.134644,running
0.40242,-0.096329,-0.218018,running
0.28923,0.609833,-0.776947,running
0.6793520000000001,1.572876,-0.046478,running
0.47818,1.627792,-0.052353,running
1.262589,2.169418,-0.202713,running
2.481384,2.584381,-0.10141,running
2.380188,2.096542,-0.316284,running
1.505386,2.212326,-0.859009,running
1.027084,1.775864,-0.627625,running
0.909286,1.061111,-0.37558,running
0.7772979999999999,0.436996,-0.169464,running
0.473541,0.015198,0.080292,running
-0.404617,0.007339,0.260132,running
-0.771133,-0.08934,0.4524229999999999,running
-1.186462,-0.644012,0.913345,running
-0.899963,-0.361404,0.71936,running
0.0014039999999999,0.301086,0.115814,running
0.423386,0.255447,-0.453384,running
1.087646,-0.040466,-0.275574,running
1.57901,0.242722,-0.226059,running
1.919693,2.179001,0.342621,running
1.56398,3.535217,-1.397034,running
-0.6831050000000001,1.544357,-0.930145,running
0.148438,0.7636109999999999,2.105209,running
-0.179092,-0.048004,1.3882139999999998,running
0.044601,0.43309,0.57457,running
0.743484,1.54454,0.875641,running
1.034561,2.29837,0.126968,running
3.045914,1.3528440000000002,-0.1060789999999999,running
2.665878,0.950211,-1.131073,running
1.185883,0.572281,-0.899841,running
0.5939479999999999,0.738647,-0.5276489999999999,running
0.332123,0.4977109999999999,-0.214371,running
0.411423,0.176788,-0.4805149999999999,running
0.503464,-0.4362029999999999,0.047302,running
0.5432130000000001,-0.8837889999999999,0.221771,running
0.352142,-0.368286,-0.115097,running
0.290802,0.385483,-1.054993,running
0.739075,1.6654209999999998,-0.144485,running
0.513336,2.152557,0.0772549999999999,running
0.944489,2.32251,-0.1802369999999999,running
1.552597,2.713058,-0.5444640000000001,running
1.970306,2.172119,-0.2974699999999999,running
1.810379,1.846985,-0.177322,running
1.048431,1.7153470000000002,-0.757706,running
0.866592,0.792191,-0.463608,running
0.778046,0.506912,-0.155243,running
0.5776060000000001,0.145615,0.080765,running
0.067276,-0.021591,0.364807,running
-0.709076,-0.217346,0.521103,running
-1.118134,-0.596054,1.017731,running
-0.8302,-0.2772219999999999,0.8573,running
-0.161346,0.237946,0.2118989999999999,running
0.161636,0.268402,-0.202591,running
0.639954,0.091278,-0.60759,running
1.446991,0.341309,-0.6537930000000001,running
2.367157,2.742355,-0.8376620000000001,running
1.527557,3.523163,-0.95871,running
-0.460571,1.1136469999999998,0.492767,running
-0.029434,0.16037,0.903915,running
0.08136,-0.078247,1.67038,running
0.038116,0.498367,0.659225,running
0.5541689999999999,1.569214,0.891708,running
0.677765,2.198456,0.423599,running
2.015503,2.171051,-0.24025,running
3.220535,1.235291,-1.7025150000000002,running
1.804199,0.331146,-0.791656,running
1.085144,0.170837,-0.395294,running
0.4777369999999999,0.34758,-0.026489,running
0.497314,0.343719,-0.887482,running
0.442673,-0.1651,-0.085892,running
0.548157,-0.5769810000000001,0.382812,running
0.272659,-0.760178,0.156448,running
0.375061,-0.145447,-0.5256649999999999,running
0.430939,0.8790889999999999,-0.513397,running
0.611862,1.59874,-0.065857,running
0.652664,1.9263,-0.128693,running
1.303955,2.364914,-0.164017,running
2.354019,2.667328,-0.56424,running
2.138474,1.843002,0.078171,running
1.33783,1.659515,-0.4598689999999999,running
0.954895,1.367645,-0.5760350000000001,running
0.7973020000000001,0.753052,-0.3516849999999999,running
0.6563260000000001,0.198288,0.082336,running
0.1358339999999999,-0.1060329999999999,0.144501,running
-0.487076,-0.078568,0.4133449999999999,running
-0.920914,-0.4338229999999999,0.468582,running
-1.007645,-0.317337,0.779373,running
-0.343277,0.086136,0.445602,running
0.054245,0.388275,-0.118942,running
0.534058,0.159485,-0.694092,running
1.4644780000000002,0.237701,-0.312927,running
1.190689,0.381363,0.2043,running
1.945755,4.501282,-2.371811,running
0.770569,2.031204,0.8774870000000001,running
-0.2772219999999999,1.309311,0.927032,running
0.214767,0.309021,1.634888,running
0.010895,-0.058594,1.018433,running
0.323013,0.811417,0.6895600000000001,running
0.641098,1.7455439999999998,0.7730560000000001,running
1.372223,2.248962,0.23822,running
3.848755,1.47348,-2.473251,running
2.013046,0.232422,-1.202957,running
1.3951870000000002,0.060394,-0.788651,running
0.89325,0.298431,0.26828,running
0.429947,0.528595,-0.7711640000000001,running
0.44841,0.13855,-0.465134,running
0.459412,-0.460266,0.2476199999999999,running
0.432785,-0.849319,0.197678,running
0.384262,-0.215881,-0.357956,running
0.3301389999999999,0.586761,-0.5964659999999999,running
0.752396,1.640076,-0.0154419999999999,running
0.603195,1.7291869999999998,0.092331,running
1.1165770000000002,1.909241,-0.209229,running
2.002594,2.2089540000000003,-0.594589,running
2.440445,2.018158,-0.1940609999999999,running
1.949417,1.964981,-0.269318,running
1.149734,1.924606,-0.769806,running
0.749634,1.225327,-0.633347,running
0.75769,0.6104430000000001,-0.258759,running
0.503967,-0.11058,0.1198579999999999,running
-0.2080989999999999,-0.607971,0.4944149999999999,running
-0.91156,-0.561905,0.442581,running
-1.190918,-0.309219,0.659866,running
-0.460541,-0.03978,0.621124,running
0.0504149999999999,0.4445189999999999,0.043106,running
0.204971,0.4425199999999999,-0.354828,running
0.921478,0.236176,-0.733536,running
1.4326020000000002,0.3436889999999999,-0.125244,running
1.935455,2.496567,-0.154617,running
1.366791,2.768021,-0.2058719999999999,running
-0.537567,1.36618,0.295975,running
0.237915,0.871078,0.905655,running
0.1416319999999999,0.0017699999999999,1.376831,running
0.240921,0.43573,0.467102,running
1.0084229999999998,1.563919,0.813934,running
0.944321,2.188782,0.318268,running
2.339844,1.413727,-0.064987,running
2.687637,1.065979,-1.78923,running
1.43042,0.565018,-1.008209,running
0.916656,0.429565,-0.3382719999999999,running
0.677765,0.447693,-0.169617,running
0.6649930000000001,0.005478,-0.824463,running
0.513077,-0.448151,-0.283615,running
0.527817,-0.718155,0.128128,running
0.324615,-0.582611,0.1578369999999999,running
0.379532,-0.166595,-0.277817,running
0.457794,0.698563,-0.65036,running
0.78418,1.829712,-0.178589,running
0.813553,2.165955,-0.080978,running
1.376831,2.455597,-0.2196659999999999,running
2.246429,2.5954740000000003,-0.526978,running
2.084702,1.69223,-0.137207,running
1.400391,1.713989,-0.859711,running
1.20163,1.283859,-0.591553,running
0.97966,0.796661,-0.399551,running
0.648087,0.135513,0.114868,running
0.13797,-0.165573,0.405106,running
-0.5735020000000001,-0.2387699999999999,0.6086729999999999,running
-1.035202,-0.445129,0.70105,running
-0.961197,-0.157272,0.8215030000000001,running
-0.388397,0.13176,0.3870389999999999,running
0.035522,0.41452,-0.263077,running
0.433151,0.12674,-0.622467,running
1.341721,0.23642,-0.514709,running
1.381592,0.590866,-0.065964,running
1.978821,3.895462,-1.826996,running
0.917862,2.003189,0.813004,running
-0.117966,1.358047,1.037766,running
0.292084,0.33519,1.2211610000000002,running
0.169586,-0.079483,0.607635,running
0.579819,0.797485,0.2832949999999999,running
1.021835,1.465317,0.408752,running
1.49437,1.582474,0.389481,running
2.465317,1.179993,-0.5750430000000001,running
1.758896,1.05098,-0.990601,running
1.338547,0.6150359999999999,-0.901825,running
1.0061950000000002,0.435852,-0.271576,running
0.802429,0.3382719999999999,-0.682816,running
0.636459,-0.079529,-0.557434,running
0.471542,-0.533127,0.056641,running
0.4097439999999999,-0.7488100000000001,0.170258,running
0.341537,-0.444168,-0.050476,running
0.482529,0.196411,-0.503799,running
0.830017,1.398987,-0.187698,running
0.786438,1.806091,-0.204086,running
1.333313,2.117386,-0.400238,running
2.061234,2.577545,-0.706055,running
2.098206,2.117798,-0.005463,running
1.644257,1.7573849999999998,-0.465942,running
1.092087,1.478104,-0.5725560000000001,running
0.982422,1.035461,-0.473099,running
0.871994,0.4671939999999999,-0.234619,running
0.48616,0.006378,0.090637,running
-0.091751,-0.121246,0.367905,running
-0.7406159999999999,-0.358139,0.336014,running
-1.002777,-0.403458,0.819,running
-0.760284,-0.158356,0.5693819999999999,running
-0.1048279999999999,0.3186489999999999,0.001358,running
0.141876,0.342377,-0.254471,running
0.692703,0.155853,-0.620056,running
1.395081,0.242355,-0.27037,running
1.4733120000000002,0.8961180000000001,0.088959,running
1.888275,3.786758,-1.983612,running
0.267014,1.598816,0.979553,running
0.037842,0.613632,0.4790649999999999,running
0.257538,0.360931,1.389694,running
0.134445,0.2192989999999999,0.4680479999999999,running
0.864914,1.051315,0.395706,running
1.014267,1.6596830000000002,0.079605,running
1.44194,1.947906,0.132202,running
3.207825,1.111938,-1.139069,running
1.79155,0.474121,-0.8803860000000001,running
1.415024,0.362976,-0.531998,running
0.967422,0.460205,-0.412552,running
0.68782,0.256851,-0.677139,running
0.528091,-0.236618,-0.521042,running
0.4365229999999999,-0.591125,-0.0208129999999999,running
0.257416,-0.749939,0.093948,running
0.290802,-0.247665,-0.301529,running
0.407761,0.403183,-0.772202,running
0.836411,1.4105530000000002,-0.072845,running
0.8628389999999999,1.752075,0.028336,running
1.479797,2.082901,-0.1667789999999999,running
2.291443,2.247574,-0.348907,running
2.33606,1.677368,0.180634,running
1.62001,1.5581969999999998,-0.60347,running
1.072357,1.745575,-1.121368,running
1.115936,1.306488,-0.686279,running
1.028442,0.778229,-0.388687,running
0.708725,-0.04245,0.278809,running
0.106247,-0.367752,0.731705,running
-0.8825069999999999,-0.379929,0.479935,running
-1.182022,-0.311249,0.6628569999999999,running
-0.7915800000000001,-0.019806,0.7427060000000001,running
-0.2407679999999999,0.368256,0.167511,running
-0.033081,0.435745,-0.269211,running
0.330948,-0.017731,-0.801254,running
1.442093,0.185974,-0.327988,running
2.590714,2.584381,-1.01593,running
1.6802830000000002,2.4795990000000003,0.020248,running
-0.10347,1.02565,0.579727,running
0.433456,0.591385,1.010361,running
0.217941,0.199738,1.187042,running
0.303589,0.662704,0.6044619999999999,running
0.8343200000000001,1.514633,0.654877,running
0.982422,1.5342559999999998,0.114365,running
2.374863,1.757599,-0.5929260000000001,running
2.496826,0.829498,-0.91275,running
1.7415619999999998,0.23262,-0.57428,running
1.290802,0.073349,-0.4984439999999999,running
0.772034,0.308304,-0.351959,running
0.524948,0.076019,-0.892639,running
0.518494,-0.242889,-0.2760309999999999,running
0.335571,-0.6539,0.082642,running
0.242325,-0.657181,0.035217,running
0.327225,-0.065414,-0.603577,running
0.904037,1.114288,-0.1587829999999999,running
0.8627319999999999,1.780289,-0.081329,running
1.159653,1.984009,-0.2307429999999999,running
1.79483,2.350525,-0.709045,running
2.473114,2.246872,-0.280334,running
2.193527,1.512054,-0.18219,running
1.409348,1.622681,-0.889267,running
1.176559,1.194992,-0.66304,running
1.024246,0.55719,-0.294601,running
0.634903,-0.054657,0.266449,running
-0.1155089999999999,-0.305405,0.689377,running
-0.930649,-0.253128,0.934753,running
-1.431824,-0.159973,0.937576,running
-0.833893,-0.051208,0.989365,running
-0.246384,0.252289,0.170898,running
0.166,0.397369,-0.315765,running
0.467255,-0.018356,-0.8217770000000001,running
1.600143,0.208801,-0.684967,running
3.44632,3.601456,-1.5722200000000002,running
1.08725,2.253723,0.361176,running
-0.417313,0.84935,0.2306369999999999,running
0.350754,0.389084,1.6997830000000005,running
-0.056198,0.214706,1.466827,running
0.1908109999999999,0.7756350000000001,0.7147060000000001,running
0.836426,1.63176,0.735275,running
1.037277,1.825027,-0.053009,running
3.5197300000000005,1.616531,-1.345581,running
2.553131,0.356201,-1.372025,running
1.910599,-0.085587,-0.6200869999999999,running
0.948715,-0.182327,0.0210419999999999,running
0.38858,0.453339,-0.359009,running
0.40358,0.2116239999999999,-0.686859,running
0.379257,-0.405548,-0.211441,running
0.471176,-0.914627,0.212677,running
0.394165,-0.6091770000000001,-0.2333219999999999,running
0.670883,0.414764,-0.281418,running
1.003876,1.6800990000000002,-0.184647,running
0.917557,2.119431,-0.3921199999999999,running
1.025909,2.158096,-0.571945,running
1.352158,2.3513490000000004,-0.683044,running
2.355255,2.077179,0.264221,running
2.242188,1.3744809999999998,-0.186615,running
1.785782,1.142227,-1.010025,running
1.600159,0.727325,-0.983597,running
1.340469,0.164108,-0.313248,running
0.712601,-0.305786,0.5715939999999999,running
-0.371658,-0.398804,1.255524,running
-1.257156,-0.313293,1.531708,running
-1.644211,0.1592559999999999,0.967468,running
-0.801971,0.288803,0.513412,running
-0.2625429999999999,0.43718,-0.236069,running
0.058563,0.33316,-0.817856,running
0.936127,-0.088913,-1.043503,running
1.925873,0.5740810000000001,-0.432388,running
2.616867,3.761307,-0.75267,running
0.448929,1.694366,0.922531,running
0.194946,1.010483,1.0394290000000002,running
0.345688,0.417343,1.307343,running
0.114624,0.095261,0.8336030000000001,running
0.660858,0.939316,0.656738,running
1.069794,1.7617189999999998,0.5836180000000001,running
1.624054,1.981766,-0.170303,running
3.678101,1.509369,-2.066193,running
2.12709,0.349823,-0.697159,running
1.246841,0.037323,-0.914627,running
0.794006,0.179443,-0.230728,running
0.387314,-0.01503,-0.444168,running
0.47998,-0.250778,-0.670715,running
0.413757,-0.477676,-0.051529,running
0.27951,-0.548416,0.366714,running
0.244888,-0.391205,-0.106491,running
0.584213,0.419388,-0.540466,running
1.063446,1.566299,0.013321,running
1.048325,1.88797,-0.214035,running
1.615891,2.304703,-0.3831179999999999,running
2.209534,2.710236,-0.538086,running
2.028473,1.754822,0.223938,running
1.528473,1.80368,-0.6717529999999999,running
1.295334,1.377853,-0.816711,running
1.087387,0.8269350000000001,-0.479233,running
0.8770899999999999,0.206421,-0.03627,running
0.191193,-0.324432,0.104904,running
-0.354385,-0.341736,0.51445,running
-1.110382,-0.5209050000000001,0.701279,running
-1.106491,-0.281433,1.063995,running
-0.632568,0.076889,0.603485,running
-0.028931,0.546875,-0.060318,running
0.3327179999999999,0.275375,-0.519119,running
1.403473,0.106232,-0.783066,running
1.810776,0.356857,-0.042419,running
2.620773,3.460052,-1.126266,running
0.909943,2.121414,0.562088,running
-0.045074,0.8275600000000001,0.019226,running
0.253723,0.503464,1.7339939999999998,running
-0.201492,-0.020554,0.912964,running
0.306213,0.851044,0.4997859999999999,running
0.759705,1.7571560000000002,0.5709380000000001,running
1.477722,2.085922,0.001877,running
3.834045,1.3984530000000002,-1.784225,running
2.090286,0.192429,-1.064301,running
1.622528,-0.190903,-0.315857,running
0.951584,0.053848,-0.1017,running
0.485062,0.202988,-0.917694,running
0.4153439999999999,-0.146179,-0.319275,running
0.320511,-0.6847840000000001,0.195648,running
0.262894,-0.952362,0.193375,running
0.287933,-0.3392489999999999,-0.502884,running
0.3569179999999999,0.577286,-0.957642,running
1.065552,1.568268,0.122879,running
0.935226,1.888824,0.135132,running
1.337952,2.088745,-0.105743,running
2.410675,2.510178,-0.495926,running
2.304779,1.523056,0.016037,running
1.906815,1.2332,-0.369217,running
1.208664,1.603363,-0.84375,running
0.977997,1.230286,-0.664978,running
0.8808290000000001,0.4892579999999999,-0.194412,running
0.533859,-0.052582,0.0666809999999999,running
-0.288223,-0.353165,0.443222,running
-1.111435,-0.418045,0.521271,running
-1.2509,-0.238434,0.733841,running
-0.659714,-0.179535,0.700897,running
-0.01976,0.268204,-0.086746,running
0.315659,0.14798,-0.466904,running
1.250626,0.0800169999999999,-0.914444,running
1.494232,0.303589,0.097443,running
1.910355,2.493958,-0.395203,running
1.715729,2.96933,-0.115433,running
0.225494,1.703827,1.3171540000000002,running
0.261414,0.545456,0.509644,running
0.178635,0.020065,1.392487,running
0.446426,0.4470979999999999,0.419083,running
0.8322299999999999,1.50499,0.579544,running
1.057266,2.072144,0.231415,running
2.781891,1.126495,-0.4455409999999999,running
2.50386,0.317245,-1.571823,running
1.735397,0.00322,-0.829575,running
1.015442,-0.075912,-0.097321,running
0.683685,0.139587,-0.358597,running
0.53186,-0.060364,-0.732452,running
0.4729,-0.4737699999999999,-0.196396,running
0.302917,-0.581573,0.146393,running
0.26503,-0.366714,-0.021835,running
0.347961,0.1341089999999999,-0.569153,running
0.928848,1.251663,-0.1614529999999999,running
0.887756,1.710648,-0.0390779999999999,running
1.275223,1.952164,-0.258377,running
2.0436400000000003,2.107117,-0.593979,running
2.39827,1.643921,-0.046616,running
1.969879,1.410248,-0.5547489999999999,running
1.328003,1.4676360000000002,-0.775146,running
1.181107,1.157959,-0.565628,running
0.923309,0.627502,-0.342041,running
0.6728970000000001,0.14151,0.125778,running
0.064575,-0.196762,0.4762729999999999,running
-0.786194,-0.318695,0.507324,running
-1.174194,-0.314606,0.67366,running
-0.901001,-0.020203,0.5725859999999999,running
-0.2142489999999999,0.398544,0.144241,running
0.153992,0.462372,-0.239197,running
0.481964,-0.180176,-0.651794,running
1.574127,0.160568,-0.010834,running
2.5496220000000003,2.615784,-0.531708,running
2.117661,3.54097,-1.344482,running
0.010529,1.060425,0.516785,running
0.37648,0.47435,1.028412,running
-0.039673,0.059784,1.318207,running
0.048111,0.307648,0.597687,running
0.729919,1.298798,0.679977,running
1.395798,1.577393,0.159988,running
3.47551,1.303635,-1.323959,running
1.986862,0.317459,-0.8383790000000001,running
1.624863,0.092102,-0.592178,running
1.21814,0.047073,-0.193954,running
0.8972319999999999,0.247269,-0.8719790000000001,running
0.704987,-0.025452,-0.8692469999999999,running
0.468185,-0.349182,0.010437,running
0.249802,-0.613251,0.349426,running
0.148651,-0.58049,0.065445,running
0.4167479999999999,0.1179349999999999,-0.373672,running
0.884735,1.179626,-0.120514,running
0.940704,1.720062,-0.234039,running
1.458191,2.0413360000000003,-0.482849,running
1.856369,2.09935,-0.79657,running
2.452164,1.806793,0.178757,running
2.09993,1.408112,-0.092407,running
1.432739,1.3120120000000002,-0.6714479999999999,running
1.319366,1.0336299999999998,-0.6461640000000001,running
1.184921,0.5996859999999999,-0.515045,running
0.7566069999999999,0.1200869999999999,0.126938,running
-0.069885,-0.256821,0.5158229999999999,running
-0.8155979999999999,-0.265381,0.745392,running
-1.2492370000000002,-0.400681,1.060165,running
-0.961304,-0.0411529999999999,0.784485,running
-0.240555,0.4349369999999999,0.069809,running
-0.005081,0.468613,-0.647202,running
0.4516449999999999,-0.099854,-1.270599,running
1.7679900000000002,0.3078,-0.563171,running
3.124695,3.5230870000000003,-0.7154689999999999,running
0.866577,2.102814,0.555588,running
0.107727,0.65303,0.912521,running
0.436325,0.2163699999999999,1.652451,running
0.100906,0.3003389999999999,0.912964,running
0.44635,0.923859,0.306488,running
1.192932,1.6997380000000002,0.161423,running
1.386871,1.511475,-0.2797699999999999,running
1.898911,1.280716,-0.49585,running
2.738785,0.606613,-0.717651,running
1.865631,-0.123734,-0.358124,running
1.326294,0.038467,-1.001007,running
0.973373,0.28775,-0.600037,running
0.635696,0.050812,-0.839203,running
0.499847,-0.2231449999999999,-0.37973,running
0.314529,-0.48613,0.04361,running
0.2717739999999999,-0.442474,0.16095,running
0.296967,-0.232742,-0.524658,running
0.489288,0.5017550000000001,-0.518356,running
